title,address,type,educational,workExperience,workTag,salary,salaryMonth,companyTags,hrWork,hrName,pratice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
明珠广场自媒体运营,合肥,c,大专,经验不限,"[""\u65b0\u5a92\u4f53\u8fd0\u8425"", ""\u64b0\u7a3f"", ""\u6587\u6848"", ""\u5a92\u4ecb\u5a92\u4f53"", ""KOL""]","[4000, 8000]",0薪,"[""\u5168\u52e4\u5956\uff0c\u4e94\u9669\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e74\u7ec8\u5956\uff0c\u751f\u65e5\u798f\u5229\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u4fdd\u5e95\u5de5\u8d44\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u610f\u5916\u9669\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u5e95\u85aa\u52a0\u63d0\u6210""]",招聘者,王先生招聘者,0,口福仔餐饮,"https://img.bosszhipin.com/beijin/upload/com/logo/20190703/0a2f30047c3dab6d0fd6f511a20685ee07430ccd74d6ce36f712cc4224da731b.png?x-oss-process=image/resize,w_100,limit_0",餐饮,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/bdd2099923929f7f0XZz3di-EVs~.html?lid=7RFpDBhme4.search.71&securityId=J9Evh6Hupv9ZS-A1IqCIyQ0bWmL-tTf30dZdEUkhzYIl-yNovaEXpk55BBp0h1lD0hlNIgSJGHS_lQQgOgckobaeyRxNaYyN9UxHo3S50SSs9jxx&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,蜀山区
首月无责8K+解决住宿=高薪业务岗,上海,c,大专,经验不限,"[""\u65e0\u7ecf\u9a8c\u8981\u6c42"", ""\u7535\u8bdd\u9500\u552e\u7ecf\u9a8c"", ""\u7f51\u7edc\u8425\u9500\u7ecf\u9a8c"", ""\u4e2a\u4eba\uff08To C\uff09"", """", """", """", """", """", """", """", """", """", """", """", """", """"]","[8000, 13000]",0薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5e74\u7ec8\u5956\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5305\u5403\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5b9a\u671f\u4f53\u68c0""]",人力资源主管,陆女士人力资源主管,0,太平洋房地产,"https://img.bosszhipin.com/beijin/mcs/banner/6ee861138916d4d0f82252a5a75068b0cfcd208495d565ef66e7dff9f98764da.png?x-oss-process=image/resize,w_100,limit_0",房地产中介/租赁,不需要融资,"[0, 10000]",https://www.zhipin.com/job_detail/d052e650e3f4f10e1HR42t67EVVS.html?lid=7RFpDBhme4.search.72&securityId=w9l4SgYCud_9z-H1zqKK_qiM12k_KOEudtDZJ2y9hrcgMjjpS-8grFO2R9C78ooWQh0Ei4StijZMd8b3vFmjAuTEgXFbjYsCrRJOKzOKEQpbgOpY1A~~&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,长宁区
中餐厨师,迪庆藏族自治州,c,学历不限,5-10年,"[""\u6709\u4e2d\u9910\u53a8\u5e08\u7ecf\u9a8c"", ""3\u52305\u5e74\u4e2d\u9910\u53a8\u5e08\u7ecf\u9a8c"", ""5\u5e74\u4ee5\u4e0a\u4e2d\u9910\u53a8\u5e08\u7ecf\u9a8c"", """", """", """", """", """", """", """", """", """", """", """"]","[5000, 8000]",0薪,无,招聘者,段先生招聘者,0,维西县味丰园饭店,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",餐饮,未融资,"[0, 20]",https://www.zhipin.com/job_detail/8989f0d0a083dd331Hd73N67EVVS.html?lid=7RFpDBhme4.search.73&securityId=S6MqNx_XivYVD-V1fuf0AbXbs9YKC93e4ChJYD189lRyEeHn713uQTooDeNTFwLnMfSrYasr-pcK60X1QuZCzZVGEVMCS5hjUNBiCr2iHXW20nLYDxgi&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,
销售区域经理,广州,c,中专/中技,1-3年,"[""\u5ba2\u6237\u62dc\u8bbf"", ""\u5ba2\u6237\u4fe1\u606f\u641c\u96c6"", ""\u5ba2\u6237\u5f00\u53d1"", ""\u5148\u8fdb\u5236\u9020"", """", """", """", """", """", """", """"]","[8000, 13000]",0薪,"[""\u5e74\u7ec8\u5956\uff0c\u5bbf\u820d\u6709\u7a7a\u8c03\uff0c\u8282\u5047\u65e5\u52a0\u73ed\u8d39\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u6cd5\u5b9a\u8282\u5047\u65e5\u4e09\u85aa\uff0c\u9910\u8865\uff0c\u5168\u52e4\u5956\uff0c\u5de5\u9f84\u5956\uff0c\u610f\u5916\u9669""]",人事经理,吴女士人事经理,0,炜尔电子,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20240422/7bf6f160950405e9a3fd8759ac0e86efa8dbee7a1fda9392bde377b2c609577809ed67204431774c.png.webp?x-oss-process=image/resize,w_100,limit_0",电子/硬件开发,未融资,"[20, 99]",https://www.zhipin.com/job_detail/1d0c1882a028ab2d1HB92tu_FVBZ.html?lid=7RFpDBhme4.search.74&securityId=n3n2hVAKChUZs-q1wb5Kvs0qdefvtedT2stSpHC3ETqePrmian5DMB8EI_t9y6WheYWZ6Xa1kTO742-7yu22KjwWrBKgl3PPjJ0g3i40h8WvPD0CpI0F&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,
办公室运营周末双休，朝九晚六，社保,绵阳,c,本科,经验不限,"[""\u5185\u5bb9\u8fd0\u8425"", ""\u4e0d\u63a5\u53d7\u5c45\u5bb6\u529e\u516c""]","[3000, 8000]",0薪,"[""\u7ee9\u6548\u5956\u91d1\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u4e0b\u5348\u8336\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u610f\u5916\u9669\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u751f\u65e5\u798f\u5229\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5e74\u7ec8\u5956\uff0c\u5168\u52e4\u5956\uff0c\u4f01\u4e1a\u5e74\u91d1\uff0c\u5e95\u85aa\u52a0\u63d0\u6210\uff0c\u4fdd\u5e95\u5de5\u8d44\uff0c\u514d\u8d39\u5de5\u88c5\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u6709\u65e0\u7ebf\u7f51\uff0c\u8282\u65e5\u798f\u5229""]",人事专员,唐女士人事专员,0,聚鼎升金服,"https://img.bosszhipin.com/beijin/upload/com/logo/20190614/7606386febaa4cc1b0333c169832c60e4ab622166ca7b7741c8076d871ab736e.png?x-oss-process=image/resize,w_100,limit_0",互联网金融,未融资,"[20, 99]",https://www.zhipin.com/job_detail/f946d2f4f820e5c51HJ429-1FFZZ.html?lid=7RFpDBhme4.search.75&securityId=IAbi639vJEoqW-S1iEpPnreHTx6yaFMYp66LqTEgFmuWa1wkaD-eKAmDuzJBTfpBee7DK3rXHtNozIY4SsJKbAdS5NQJ1NHPQ5j-VzuIG3fDSoy7JxE~&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,涪城区
摄影/摄像师助理,甘孜藏族自治州,c,学历不限,经验不限,"[""\u6444\u5f71"", ""\u5916\u666f\u62cd\u6444"", ""\u5a5a\u7eb1/\u5199\u771f\u6444\u5f71"", ""\u9002\u5e94\u5404\u7c7b\u62cd\u6444\u6761\u4ef6""]","[2000, 3000]",0薪,无,人事部部长,谢先生人事部部长,0,稻城广聚天下休闲...,"https://img.bosszhipin.com/beijin/mcs/banner/20180310/0f2ef5140160425fd989d87ead17cc9d33d208e8d6fc287973c46e5cb5346f06.png?x-oss-process=image/resize,w_100,limit_0",旅游/景区,未融资,"[0, 20]",https://www.zhipin.com/job_detail/db7ff15b557865191Hd62t67EVVS.html?lid=7RFpDBhme4.search.76&securityId=fYyIxJ6yQKxpt-m1sE6ujihRPiLpfEQhpyOWOGG3t89G37xawDXI_9g6HVz4FCZU4WVeyRPh97l_YsOfi8AitOi7vK_Q7jLfv8HSfp3_J4wNF_BRax4~&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,
水贝黄金高级私域运营经理,深圳,c,高中,1-3年,"[""\u793e\u7fa4\u8fd0\u8425"", ""\u793e\u4ea4\u5e73\u53f0"", ""\u76f4\u64ad\u7535\u5546"", ""TO C"", ""C\u7aef\u7528\u6237\u8fd0\u8425"", """", """", """"]","[10000, 15000]",0薪,"[""\u5305\u5403\uff0c\u8282\u65e5\u798f\u5229\uff0c\u96f6\u98df\u4e0b\u5348\u8336""]",创始人,胡先生创始人,0,光彩珠宝,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220329/7bf6f160950405e9c769592e53a608c9987f0c7cdc3089dd4d2a4862dee05e739e3c16970c6448bd.jpg?x-oss-process=image/resize,w_100,limit_0",批发/零售,未融资,"[20, 99]",https://www.zhipin.com/job_detail/519ba5646abbfc281HF-2N-6EVtZ.html?lid=7RFpDBhme4.search.77&securityId=O92mMOHGA2YSZ--1BUh8Ypo4N4rNb0ineQFGT42oRxFPYaZHHItf1khOZCf2F25SurBCOTqx4hbffrRGQhGxl1u1AiCEZT_EjIzdzghNGyrTxPMbrX2i&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,罗湖区
会籍顾问,酒泉,c,学历不限,经验不限,"[""\u5468\u672b\u8c03\u4f11"", ""\u4f53\u80b2\u5065\u8eab"", ""\u73af\u5883\u597d"", ""\u514d\u8d39\u57f9\u8bad"", ""\u5e95\u85aa\u52a0\u63d0\u6210"", """", """", """"]","[5000, 6000]",0薪,无,会籍顾问,邱女士会籍顾问,0,荣威第一健身俱乐部,"https://img.bosszhipin.com/beijin/upload/com/logo/20190802/3995a6d9f4bf230589a5c937af21dda1b4e43bd952f9baf1665be2b6d84483f6.jpg?x-oss-process=image/resize,w_100,limit_0",文化艺术/娱乐,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/a9854c6e52296da30XR62du4GVs~.html?lid=7RFpDBhme4.search.78&securityId=do587Gzswnxze-W1tJ1d2ylAgY1dGAtvBsIK4aEm5P1b0rnHsnzoDNXcGLryBtt4co4w37WIy2SQ4PwC3irwiLoxU31bW2b15H7IFT5NUqUy8__p&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,肃州区
捷豹路虎4s店销售顾问,成都,c,大专,1-3年,"[""\u65b0\u8f66\u9500\u552e"", ""\u5b9a\u671f\u56e2\u5efa"", ""\u4e00\u5bf9\u4e00\u57f9\u8bad"", ""\u5927\u4e13\u4ee5\u4e0a\u5b66\u5386"", """", """", """", """", """", """", """", """", """"]","[10000, 15000]",0薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5e74\u7ec8\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5305\u5403\uff0c\u8282\u65e5\u798f\u5229\uff0c\u6280\u80fd\u57f9\u8bad""]",HR,缪女士HR,0,成都惠通陆华,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20211229/7bf6f160950405e9a608328ca9afb92f08617a19cd99d761d0ddde9d044417f08fe50f951c70387e.jpg?x-oss-process=image/resize,w_100,limit_0",4S店/后市场,未融资,"[100, 499]",https://www.zhipin.com/job_detail/929e683dbf605ed81HB-2Ni7EVBW.html?lid=7RFpDBhme4.search.79&securityId=8fatf7wsSZjIf-01LGZNNSjyoJZpP5KELgHWaVjhMC1hXmKhCS4gdRwBZZ4t3I9dhZeCZfgxVVFyU67NVYP7VHKWJ8ael8leHfgR3aJd3Jsy0ItDIA~~&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,双流区
高级安全渗透工程师,武汉,c,本科,5-10年,"[""\u6e17\u900f\u6d4b\u8bd5\u7ecf\u9a8c"", ""Web\u6d4b\u8bd5\u7ecf\u9a8c""]","[13000, 26000]",0薪,"[""\u8282\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5e74\u7ec8\u5956\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5b9a\u671f\u4f53\u68c0""]",区域经理,郑女士区域经理,0,中科全安,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20190305/9ce1330e83257bf79409543f927c48e92527e7321a7b6921a9ebcc0c01d3ebdd_s.jpg?x-oss-process=image/resize,w_100,limit_0",信息安全,未融资,"[100, 499]",https://www.zhipin.com/job_detail/bf771bc562084d621HJ-2Ni7EVBW.html?lid=7RFpDBhme4.search.80&securityId=n10B8CgNQ0CbU-c1bqM9joGmIHXCIXc7kdoe-5YkyAAJTWwuIp_ZWRc4-qmgyr3oFu3WVuFGvgPjGGqqlRpJZQmHsafRKS9RXT30beK1p3LZklARTsw~&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,武昌区
东营星宇天驰电子科技招聘空调工,东营,c,高中,1-3年,"[""\u6280\u5de5"", ""\u666e\u5de5"", ""\u7535\u5de5""]","[3000, 5000]",0薪,"[""\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u9910\u8865\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u5168\u52e4\u5956\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5e74\u7ec8\u5956""]",总经理,陈先生总经理,0,东营星宇天驰电子科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20190210/a0200c60670b0757fc627228ed5b19f4560c3968df15674de7e863d9a38f5a0a.png?x-oss-process=image/resize,w_100,limit_0",其他生活服务,未融资,"[0, 20]",https://www.zhipin.com/job_detail/0b99e0b01534d6631Hd439u8F1A~.html?lid=7RFpDBhme4.search.81&securityId=45y6RRbaYHePV-w10tgz8OC_cR_THN6aQdA2wt7Vl4cmfV0TCORbPPJcGeZQZ6eBNwamSBqXqZ2MBZcMcU2r46wK84NsDpvdnuISHKkGU9mJHYLz&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,东营区
顺丰同城招聘物流经理,大连,c,大专,3-5年,"[""\u56e2\u961f\u642d\u5efa/\u7ba1\u7406"", ""\u6d41\u7a0b\u8d28\u91cf\u7ba1\u63a7""]","[6000, 10000]",0薪,"[""\u514d\u8d39\u73ed\u8f66\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5e74\u7ec8\u5956\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5168\u52e4\u5956\uff0c\u9910\u8865\uff0c\u8282\u65e5\u798f\u5229""]",招聘者,张女士招聘者,0,顺丰同城,"https://img.bosszhipin.com/beijin/upload/com/logo/20211223/7b5b554d84f9729cb6a284eca86d2eaac4d6ed5eadbc7ae8fce6061714112dafc7facaee5d3396cf.jpg?x-oss-process=image/resize,w_100,limit_0",交通/运输,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/7e21d8dedca601611HR709i4FVBW.html?lid=7RFpDBhme4.search.82&securityId=Ddkz2N5Hks5ZN-71QFbzTyI6zV-jtROwzswCixkLEvURMuHX9gQNVt58FQyOx81YeVIDlICoGBgF7mz-UNWo2tKQT0NzcHZBEmT2KJ-AXPpxvHfhssg~&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,沙河口区
房产经纪人,广元,c,学历不限,经验不限,"[""\u4e8c\u8005\u517c\u5177"", ""\u53d7\u7406\u5ba2\u6237\u54a8\u8be2"", ""\u623f\u6e90\u5f00\u53d1"", ""\u623f\u4ea7\u4fe1\u606f\u7ef4\u62a4\u66f4\u65b0"", """", """", """", """", """"]","[3000, 6000]",0薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e95\u85aa\u52a0\u63d0\u6210\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5168\u52e4\u5956\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u5de5\u9f84\u5956\uff0c\u751f\u65e5\u798f\u5229\uff0c\u5e74\u7ec8\u5956\uff0c\u751f\u65e5\u4f1a\uff0c\u793e\u4fdd\uff0c\u5b5d\u987a\u91d1""]",人事,苏女士人事,0,广元美家地产,"https://img.bosszhipin.com/beijin/upload/com/logo/20200831/f3b183d1410cd4bb46a1468cfb4479d4be9abe8d8e8631a898c57e4713f0f935.png?x-oss-process=image/resize,w_100,limit_0",房地产中介/租赁,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/a9a4c2893567aff11HB-3tm7EVVS.html?lid=7RFpDBhme4.search.83&securityId=heV6VNFCRWJf1-714Gys9xxZbdfVFb6_7-hYucKAket8B2UzbQhvN6ZHHJULsK6h0kAJEqWI8TVvUGfGyQL7M0FMyeY1Vow2I5wgmG7Lc6khAzCKt5Y~&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,利州区
前厅经理,安庆,c,高中,1-3年,"[""\u5305\u5403"", ""\u5305\u4f4f"", ""\u591c\u73ed\u8865\u52a9"", ""\u7ee9\u6548\u5956\u91d1"", ""\u5168\u52e4\u5956"", ""\u5de5\u9f84\u5956""]","[3000, 4000]",0薪,无,店长,汪女士店长,0,宝泰宾馆,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",酒店/民宿,未融资,"[20, 99]",https://www.zhipin.com/job_detail/c515dd33ee0241c71nZ_09m6EFVQ.html?lid=7RFpDBhme4.search.84&securityId=iZ2w2lfG7xzEl-J18ymIy_WdifpHid0-Q5OziN5Og9tqBZ0KzddN2yBVvVXrrYm1DpOqln1WC6ja9qTQouxVROkmu0pPLLMOv5QNME_qhQEq35NubKUx&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,宜秀区
广州就近安排/配送鲜花/奶茶/驻店/山姆,广州,c,学历不限,经验不限,"[""\u5168\u804c\u517c\u804c\u5747\u53ef"", ""\u77ed\u9014\u9a91\u8f66\u914d\u9001"", ""\u7f8e\u56e2"", ""\u997f\u4e86\u4e48"", ""\u8fbe\u8fbe"", """", """", """", """", """", """"]","[6000, 11000]",0薪,"[""\u9ad8\u6e29\u8865\u8d34\uff0c\u5bbf\u820d\u6709\u7a7a\u8c03\uff0c\u5168\u52e4\u5956\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u610f\u5916\u9669\uff0c\u6709\u65e0\u7ebf\u7f51\uff0c\u5305\u4f4f\uff0c\u4fdd\u5e95\u5de5\u8d44\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u5de5\u9f84\u5956""]",人事经理,李女士人事经理,0,蜂巢,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230625/7bf6f160950405e9f8e1c8ac7b93fca7a2302de13e450d468c5a3c533fc51e37093f9c562df814a1.png?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[1000, 9999]",https://www.zhipin.com/job_detail/db93bb5af159a2e11HZ52ty9FVZW.html?lid=7RFpDBhme4.search.85&securityId=XV9oeUaGPY0gK-X17oWETssugxmFK5jDaeHC6IKknx12jaarwzwMLHSs-KmCg8oCK0Ibmf2hetIjpBl0QsYVSuEeKoIfZyB5fvWy2pz0CGgb3MFhaXOx&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,天河区
滴客出行招聘网约车司机,黄冈,c,学历不限,经验不限,"[""\u5168\u804c\u517c\u804c\u5747\u53ef"", ""\u514d\u8d39\u57f9\u8bad"", ""\u5e73\u53f0\u4e00\u5bf9\u4e00\u6d3e\u5355"", ""\u719f\u6089\u672c\u5730\u8def\u51b5"", """", """"]","[8000, 13000]",0薪,"[""\u5e95\u85aa\u52a0\u63d0\u6210\uff0c\u8282\u65e5\u798f\u5229\uff0c\u8282\u5047\u65e5\u52a0\u73ed\u8d39\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u610f\u5916\u9669\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u591c\u73ed\u8865\u52a9\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5168\u52e4\u5956\uff0c\u5e74\u7ec8\u5956\uff0c\u4fdd\u5e95\u5de5\u8d44\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u6cd5\u5b9a\u8282\u5047\u65e5\u4e09\u85aa\uff0c\u751f\u65e5\u798f\u5229\uff0c\u52a0\u73ed\u8865\u52a9""]",高级人事经理,田女士高级人事经理,0,滴客出行,"https://img.bosszhipin.com/beijin/upload/com/logo/20240321/7b5b554d84f9729c4c97c4f0c04e378957c61d3f99dc92c19ef2caf04ef58f09a8228367923869b0.jpg.webp?x-oss-process=image/resize,w_100,limit_0",互联网,D轮及以上,"[1000, 9999]",https://www.zhipin.com/job_detail/32b75d72d40461e21HJ-3Nu5F1NZ.html?lid=7RFpDBhme4.search.86&securityId=Cy2WrvyPyae9d-11XjuQtwh5eOpCvXbZgT6o2U9efSHpBWg2fzbl2DQwbe6Qc8fWAcBfne14fLstFz2wNsKQI3txBgz3U6A3ukW8JFl1IdLfrIxJr2aV&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,红安县
体验卡推销,泉州,c,,1个月,"[""\u9500\u552e\u6027\u8d28"", ""\u666e\u901a\u8bdd\u6d41\u5229"", ""\u6709\u9500\u552e\u7ecf\u9a8c"", ""\u6709\u5730\u63a8\u7ecf\u9a8c"", """"]","[100, 200]",0薪,无,店长经理,鹿女士店长经理,1,泉州市丰泽区道益...,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",医疗服务,未融资,"[0, 20]",https://www.zhipin.com/job_detail/5f0dd5836fb223771XB62dW0GVVZ.html?lid=7RFpDBhme4.search.87&securityId=HQgEOU_BjVNsq-D1PGEmU03pSOJc0Kn6lxLf0zRzWl1gUhw86jO2Oj2xbQ-XXJK5MSrv6aQBrtkYlChzo1C_ltGtJH0dH2o2sDOD1ZgSWaDrPNjtYqS9&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,丰泽区
声乐老师,柳州,c,学历不限,在校/应届,"[""\u5168\u804c"", ""\u57f9\u8bad\u673a\u6784"", ""\u7ebf\u4e0b\u6559\u80b2"", ""\u5c0f\u73ed\u6559\u5b66\uff083-25\u4eba\uff09"", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]","[5000, 8000]",0薪,无,招聘者,李女士招聘者,0,柳州市星梦传媒有...,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",培训/辅导机构,未融资,"[0, 20]",https://www.zhipin.com/job_detail/c792d31f199a359f1HJ_0tu8ElVZ.html?lid=7RFpDBhme4.search.88&securityId=ycrM7TNKJ6wu8-L1sA3bIm1jKu7JhB1n_Kl7ja6mTdBHPDdAE1m3NnXGefyI1fRJP_8ujSQqUO01FoKuehLKlq9aXiAvwLAREeHPl8aii9tXz271QLa7&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,城中区
政府销售经理,上海,c,本科,1-3年,"[""\u4e92\u8054\u7f51/\u79d1\u6280"", ""\u653f\u5e9c/\u793e\u4f1a\u56e2\u4f53"", ""\u9879\u76ee\u7ba1\u7406\u80fd\u529b"", ""\u6c9f\u901a\u80fd\u529b"", ""toG""]","[15000, 30000]",0薪,"[""\u5168\u52e4\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e26\u85aa\u75c5\u5047\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u5e74\u7ec8\u5956\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u80a1\u7968\u671f\u6743\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u9910\u8865""]",HR,王女士HR,0,MobTech,"https://img.bosszhipin.com/beijin/mcs/banner/7170e5809a231922d3ef3bce52bbc2d7cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",大数据,B轮,"[100, 499]",https://www.zhipin.com/job_detail/6c9555518efcaa541XF63tq0FVJW.html?lid=7RFpDBhme4.search.89&securityId=FgfkWNkbEFeA5-P1rbLE320AUHfgd3NAtzQLSqC6cH2xKI37gvEaoR-L_tHVt6bAsq3LdMcAwGk24U207BaKQlVoMdPiIa41h1tB92krYMszdSkkkQI~&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,闵行区
团队经理,毕节,c,高中,经验不限,"[""\u5730\u63a8\u56e2\u961f"", ""\u7535\u9500\u56e2\u961f"", ""5\u4eba\uff08\u542b\uff09\u4ee5\u4e0a"", ""\u4e2a\u4eba\uff08To C\uff09"", """", """", """", """", """", """", """", """", """", """", """", """"]","[4000, 9000]",13薪,"[""\u5e74\u7ec8\u5956\uff0c\u8282\u65e5\u798f\u5229\uff0c\u4e92\u52a9\u57fa\u91d1\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u5e26\u85aa\u5e74\u5047""]",区域经理,段先生区域经理,0,花生好车,"https://img.bosszhipin.com/beijin/upload/com/logo/20190929/dc45d220c4b9dc3d5df313ecb7f3f9086ae49f945e21578e70feaa841ebaed37.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,B轮,"[1000, 9999]",https://www.zhipin.com/job_detail/5f214fa77f4e94871XN80tm_GFRZ.html?lid=7RFpDBhme4.search.90&securityId=8PLLojpnoUYRe-u1a8e8toZQWSrNFOvy_eF2cXXYiqluYXV_d0OoZyuG-0RISDclrphylbXs9NgNGhi2vquiGAz_2dV-WICdter1mZrOcFIldaTisNE~&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,纳雍县
