title,address,type,educational,workExperience,workTag,salary,salaryMonth,companyTags,hrWork,hrName,pratice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
软件开发工程师,北京,c,硕士,3-5年,"[""C++"", ""Python""]","[30000, 60000]",14薪,"[""\u4ea4\u901a\u8865\u52a9\uff0c\u80a1\u7968\u671f\u6743\uff0c\u5e74\u7ec8\u5956\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u9910\u8865\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5305\u5403\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u8282\u65e5\u798f\u5229""]",搜索算法工程师,高先生搜索算法工程师,0,京东集团,"https://img.bosszhipin.com/beijin/mcs/bar/20191129/3cdf5ba2149e309b38868b62ae9c22cabe1bd4a3bd2a63f070bdbdada9aad826.jpg?x-oss-process=image/resize,w_100,limit_0",电子商务,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/e6b1507fc4379c720HZ63d--F1A~.html?lid=7RVFuVm5hL.search.50&securityId=Q5MOXIzgVmkSu-c1UCx9W644blbg93ksJYipFTPT7mdMXxl0Y2ZZvgiL9RaVYZbmZSoTTEvPimH8lWLPxpfkMLIX0qhIR0_7c7mvahfUMa4sg0g~&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,大兴区
软件开发工程师,西安,c,本科,经验不限,"[""C++"", ""C\u8bed\u8a00"", ""Python"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", ""C++\u670d\u52a1\u7aef\u5f00\u53d1\u7ecf\u9a8c"", """", """", """", """"]","[15000, 30000]",16薪,"[""\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u8282\u65e5\u798f\u5229\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u5e74\u7ec8\u5956\uff0c\u80a1\u7968\u671f\u6743\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u9910\u8865\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u96f6\u98df\u4e0b\u5348\u8336""]",人事,张女士人事,0,华为,"https://img.bosszhipin.com/beijin/upload/com/logo/20200429/8f64c9d0b30a53c434b26799ca78966cec9b49ecaf1604cb263748f03d5c2b0f.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[0, 10000]",https://www.zhipin.com/job_detail/628bda6857b7cc721Xd53926E1NZ.html?lid=7RVFuVm5hL.search.51&securityId=qf1vvV4EFjHoC-o1HxyXS9onzt5G8a2KoDF_z5hHUqSPMdL29VjDmIRS2grMdSpCAUoS3s6wdSTnmmOVdOWmRrvj7shq636ZpIQVLUnmxjFDGg~~&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,雁塔区
C++工程师,南京,c,本科,1-3年,"[""\u6570\u636e\u7ed3\u6784"", ""Windows"", ""Linux"", ""STL""]","[12000, 15000]",0薪,"[""\u5e74\u7ec8\u5956\uff0c\u9910\u8865\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u8282\u65e5\u798f\u5229\uff0c\u4e94\u9669\u4e00\u91d1""]",人事,徐女士人事,0,飞银商务,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20210918/7bf6f160950405e953056512cd30fb2a63902adb7675acc8236df767a3ce617902af394043ba8a34.jpg?x-oss-process=image/resize,w_100,limit_0",企业服务,未融资,"[20, 99]",https://www.zhipin.com/job_detail/5a6b99441e9d6b011nx80t-7GVtZ.html?lid=7RVFuVm5hL.search.52&securityId=ErTpaGfEvCJWr-o1OlwqYchjut7BFlS4aE7MjqmF2TBhuz_6DttQAO-4ahWvhF-V0SWypBR6uzuqo073Jg0eQTxgGkz4aMa9uNqAXCgfViu3GzfKBGvU&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,建邺区
高级软件工程师,西安,c,本科,1-3年,"[""C++\u670d\u52a1\u7aef\u5f00\u53d1\u7ecf\u9a8c"", ""C++"", ""NoSQL"", ""Linux"", ""\u670d\u52a1\u5668\u7aef\u5f00\u53d1"", """", """", """", """", """"]","[10000, 15000]",0薪,"[""\u5458\u5de5\u65c5\u6e38\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u5e74\u7ec8\u5956\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u9910\u8865""]",副总经理,陈先生副总经理,0,町洲科技,"https://img.bosszhipin.com/beijin/upload/com/logo/20200409/a0db5ac8cddfc7f25f900c16aca4838ea37f3c967b087d21298e407a6c70c72f.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/e4df248beb05e5a41XZ72N-0GFZW.html?lid=7RVFuVm5hL.search.53&securityId=fuTT9AKwJqanL-r1zN0z92leyLR7LGLP-MOMGcRBvz7lYIkwokYZ_Q16iI0nV9A_DLPMb7JjnOC02lvTKYXHC5oat364yCREGoF3_46x5ESPrMDiwps~&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,雁塔区
存储实习生,上海,c,本科,6个月,"[""C++"", ""\u5206\u5e03\u5f0f\u7ecf\u9a8c"", ""\u6587\u4ef6\u5b58\u50a8""]","[150, 300]",0薪,"[""\u5e74\u7ec8\u5956\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u80a1\u7968\u671f\u6743\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u4f01\u4e1a\u5e74\u91d1\uff0c\u6cd5\u5b9a\u8282\u5047\u65e5\u4e09\u85aa\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u8282\u65e5\u798f\u5229""]",人事主管,钱女士人事主管,1,焱融科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230329/7bf6f160950405e9885f79aa932b5cd1757647c05fdf0b76cb6dc352c83a1028cef53c2ffcaade0b.jpg?x-oss-process=image/resize,w_100,limit_0",企业服务,A轮,"[20, 99]",https://www.zhipin.com/job_detail/c93b545d2a9773a51HB529y1F1pZ.html?lid=7RVFuVm5hL.search.54&securityId=dxHZ_TPDh4DLk-91LiVKzy5ynl5NR3UtLSMobXOJz08i9--3gKl7ehIt7c6229IDt4_VQJyGn5buCY3ltt33HPl86WXrTzrPKFmp57IrDXKi5iwz&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,杨浦区
软件开发工程师,武汉,c,本科,经验不限,"[""C++"", ""Python""]","[14000, 20000]",0薪,"[""\u7ee9\u6548\u5956\u91d1\uff0c\u4e94\u9669\u4e00\u91d1""]",人事,余女士人事,0,湖北珞珈实验室,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230510/7bf6f160950405e9874069b8146604fb6f4632f72f66b6e6566b3bb0f0af67c17ed1589c2c4f12f7.jpg?x-oss-process=image/resize,w_100,limit_0",学术/科研,未融资,"[100, 499]",https://www.zhipin.com/job_detail/e875b7f4ae9b97ec1X180t67EldZ.html?lid=7RVFuVm5hL.search.55&securityId=AXJaN239tA2Qq-t1HgR_80wdx_vJRGE3HCq3DEbx1Rw6mgJpC7wmW8YPw3z8l15rkJqjDb1RA9y4ggnHMAdhQVivz9y24-qkF3emKHyIlphDEa4sMer5&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,武昌区
客户端开发,广州,c,本科,经验不限,"[""C++"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", ""Qt\u9879\u76ee\u5f00\u53d1\u7ecf\u9a8c"", ""\u97f3\u89c6\u9891\u76f8\u5173\u5f00\u53d1\u7ecf\u9a8c""]","[20000, 40000]",15薪,"[""\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u8282\u65e5\u798f\u5229\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u6cd5\u5b9a\u8282\u5047\u65e5\u4e09\u85aa\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u80a1\u7968\u671f\u6743\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u5047\u65e5\u52a0\u73ed\u8d39\uff0c\u4f01\u4e1a\u5e74\u91d1\uff0c\u5e74\u7ec8\u5956\uff0c\u610f\u5916\u9669\uff0c\u5305\u5403\uff0c\u6709\u65e0\u7ebf\u7f51\uff0c\u52a0\u73ed\u8865\u52a9""]",客户端开发,陈女士客户端开发,0,字节跳动,"https://img.bosszhipin.com/beijin/upload/com/logo/20220325/7b5b554d84f9729c4272d284a052f9bf4d9663ed0227fc01feeebace669df019634639b58002c37f.jpg?x-oss-process=image/resize,w_100,limit_0",广告/公关/会展,不需要融资,"[0, 10000]",https://www.zhipin.com/job_detail/2a637b2f494403231XB40t21F1pZ.html?lid=7RVFuVm5hL.search.56&securityId=HZhrhQLsHY6Cn-Q1_vrPwtDWGAfvF_l3GQp2g0paOc9LRxL4jEM1UXlLnFEosBVnlT4LnM3bihr_am-f-PEqPSsPPno11iY98f-swjHDHQdUdxQrIVE~&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,海珠区
室内设计师助理,钦州,c,本科,1年以内,"[""\u8bbe\u8ba1\u5e08\u52a9\u7406"", ""\u8bbe\u8ba1\u5e08"", ""\u5ba4\u5185\u8bbe\u8ba1"", ""CAD"", ""\u9177\u5bb6\u4e50"", ""\u88c5\u9970\u88c5\u4fee"", """", """"]","[2000, 5000]",0薪,"[""\u56e2\u5efa\u805a\u9910\uff0c\u4fdd\u5e95\u5de5\u8d44\uff0c\u5e74\u7ec8\u5956""]",设计部总监,张女士设计部总监,0,南国鼎峰,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20190306/45b0c0293ef047385d92f1d39736f75889c7d84f367db1d3a962c7621b750276.jpg?x-oss-process=image/resize,w_100,limit_0",装修装饰,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/cbc5f4b951bea2531nRy3tu8ElVZ.html?lid=7RVFuVm5hL.search.57&securityId=4aBDUbMfS5N9P-_1cTa6qwOaIgLTLSJ75uKFhjJqEdGFKN2SStVQJevv0XJ1MUdTDGmv13tmPngxlEWQ_tTiCk0IpXmwFVuZDX1i3ziUVg7IkWkAqQ~~&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,钦北区
催收专员,丽水,c,高中,1-3年,"[""\u5931\u8054\u67e5\u627e"", ""\u7535\u8bdd\u50ac\u6536""]","[3000, 6000]",0薪,"[""\u4fdd\u5e95\u5de5\u8d44\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e95\u85aa\u52a0\u63d0\u6210\uff0c\u7ee9\u6548\u5956\u91d1""]",招聘者,黄先生招聘者,0,镕耀信息科技,"https://img.bosszhipin.com/beijin/upload/com/logo/20231114/7b5b554d84f9729c8f0d2ee2f29a6a56c418fc9b3ac591aa7e7f0527234ec7d8a154bf251d294a24.png.webp?x-oss-process=image/resize,w_100,limit_0",电子商务,未融资,"[0, 20]",https://www.zhipin.com/job_detail/e1ff0d1e39b6ae081HZ529i4FVBW.html?lid=7RVFuVm5hL.search.58&securityId=qET4hf-c1i41c-31EDW4IVCW8I8u4w6TW3yygym_oByIsoq_WQuYj-l0_6rbLd4XgiK8yBtgJOx3-fK6m_vHCi-Ugi8F1cQuddHgLQHSz7xpX_wvdGia&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,莲都区
消防操作员,北京,c,大专,3-5年,"[""\u6d88\u9632\u8bbe\u65bd\u7ef4\u4fdd\u673a\u6784"", ""\u6d88\u9632\u5de5\u7a0b\u65bd\u5de5\u7ba1\u7406"", ""\u6d88\u9632\u8bbe\u65bd\u64cd\u4f5c\u5458"", """", """", """", """", """"]","[6000, 10000]",0薪,"[""\u610f\u5916\u9669\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u5de5\u9f84\u5956\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5e74\u7ec8\u5956\uff0c\u8282\u65e5\u798f\u5229\uff0c\u751f\u65e5\u798f\u5229\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u514d\u8d39\u5de5\u88c5""]",HR,刘女士HR,0,海煜兴,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220623/7bf6f160950405e9f5eb2ab5b7b560d9fa3ff07a2c425cfa31cd01d4653b56e30cf7503e69338174.jpg?x-oss-process=image/resize,w_100,limit_0",机电工程,未融资,"[20, 99]",https://www.zhipin.com/job_detail/7afac27dc137f69b1Xx92ty8EVZW.html?lid=7RVFuVm5hL.search.59&securityId=7nMwSiRkujUoD-q1FsdRrVRwWZK1DyNodAHCL8Y-RUFlZG8PpPNeuILd6M2Z74nnYPmlu0hjYtXiNFhc8CFNz4EtvHLy7Rx0XgTd3-SZJqLbhAwVBjQJ&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,大兴区
铂兰图仓储设备招聘喷塑工,上海,c,学历不限,1-3年,"[""1-3\u5e74\u7ecf\u9a8c"", ""\u6708\u7ed3"", ""\u5305\u5403\u4f4f""]","[5000, 8000]",0薪,无,人力资源,周女士人力资源,0,铂兰图仓储设备,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",机械设备/机电/重工,未融资,"[0, 20]",https://www.zhipin.com/job_detail/db7ba59abb20d1141XFy3tW-FFRZ.html?lid=7RVFuVm5hL.search.60&securityId=Th9DG3vK4XKXy-t1Cez5J5BuGhJHYVikvcVhE771Oh1B9jrmC0ItMI4RpSOGyq38k06ePFYuWng5PXV4vkebl3RN7hzsd4cI_cnMk-En1i7V7M7A5wXU&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,金山区
项目助理,北京,c,本科,1-3年,"[""\u7559\u5b66\u751f\u4f18\u5148"", ""WEB3"", ""\u91d1\u878d"", ""\u533a\u5757\u94fe""]","[5000, 8000]",0薪,无,Admin. Director,曲女士Admin. Director,0,北京石木圣源国际...,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",咨询,未融资,"[0, 20]",https://www.zhipin.com/job_detail/704d2de4341337ea1HV809m7EVBW.html?lid=7RFpDBhme4.search.61&securityId=QsW363uHdsboi-X1uUcclrqFoRscMA0NOC38Bvp1JwtYD1QyKLA6t8Vv36sciFxypTas5QLOLuRddxbrgcUg5Nb4QwvVTm_6z79u7ROoTPdD_tu5v6NU&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,朝阳区
资深空间设计,西安,c,本科,5-10年,"[""\u535a\u7269\u9986"", ""\u827a\u672f\u54c1\u5c55\u89c8\u9986"", ""\u85cf\u54c1\u5c55\u5385"", ""\u719f\u6089\u65bd\u5de5\u5de5\u827a"", """", """", """", """", """"]","[8000, 12000]",0薪,"[""\u53cc\u4f11\uff0c\u751f\u65e5\u798f\u5229\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5e74\u7ec8\u5956""]",HR,寇女士HR,0,西安昭泰文化,"https://c-res.zhipin.com/jrs/e7fe816650a0f3ff679d6e70dcaf4650.jpg?x-oss-process=image/resize,w_100,limit_0",文化艺术/娱乐,A轮,"[20, 99]",https://www.zhipin.com/job_detail/22083c707010b1f01HRy2t28E1FZ.html?lid=7RFpDBhme4.search.62&securityId=lForFv6Y7VSFH-S1NKVffg56g69ii2Nd9jU4toDO9khZFgWoW2LsEYHRh1-nUBEQihHBJLc_C8nQtxFc6YfDNB5e8Zq3DNd7-VQYrGynTP3to33wTWQ~&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,碑林区
环世捷运招聘水/空/陆运操作,佛山,c,大专,1-3年,"[""\u4ee3\u7406\u8ba2\u8231"", ""\u6d77\u8fd0"", ""\u591a\u5f0f\u8054\u8fd0"", ""\u6709\u822a\u53f8\u8d44\u6e90"", ""\u82f1\u8bed\u80fd\u529b\u597d"", """", """"]","[5000, 7000]",0薪,"[""\u52a0\u73ed\u8865\u52a9\uff0c\u610f\u5916\u9669\uff0c\u4fdd\u5e95\u5de5\u8d44\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5168\u52e4\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5e74\u7ec8\u5956\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u8282\u65e5\u798f\u5229\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u751f\u65e5\u798f\u5229\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5e95\u85aa\u52a0\u63d0\u6210\uff0c\u5e74\u5ea6\u4f53\u68c0\uff0c\u5458\u5de5\u65c5\u6e38""]",华南BP经理,周女士华南BP经理,0,环世捷运,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180425/a579f59381edd6cece13802eaa88df8dcfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",进出口贸易,未融资,"[1000, 9999]",https://www.zhipin.com/job_detail/722a315b100b00121HZ40tm6FVJZ.html?lid=7RFpDBhme4.search.63&securityId=As1QoP2i4vfX6-L19SgC1TKVeK8PqeEa9scP0PlMiNtMvSZgHj2z5h3dgnsGGBW30K2FdfCkfdz1DmFITr13iKIh4lktXcxQuG6AfPmG-8ZURks0Fw~~&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,禅城区
伟星物业招聘保安,芜湖,c,学历不限,经验不限,"[""\u5305\u4f4f"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5e74\u7ec8\u5956"", ""\u6d88\u9632\u64cd\u4f5c\u80fd\u529b"", ""\u4fdd\u5b89\u5458\u4e0a\u5c97\u8bc1"", """"]","[4000, 6000]",0薪,"[""\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u5168\u52e4\u5956\uff0c\u5e74\u7ec8\u5956\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u8282\u65e5\u798f\u5229\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u793e\u4fdd\u4e94\u9669""]",主管,姚先生主管,0,伟星物业,"https://img.bosszhipin.com/beijin/upload/com/logo/20190916/0888d635755ab7f96b9a704b215818789cb3bf7948fec798a25192d2d849b1dc.png?x-oss-process=image/resize,w_100,limit_0",物业管理,不需要融资,"[1000, 9999]",https://www.zhipin.com/job_detail/0181b3fb477818f21HB40ty7FVtZ.html?lid=7RFpDBhme4.search.64&securityId=nKaRrySRoOVUj-h10zZyjIx0AzskWt1T7t7ranp9rqg7eBfcjgayo2oT8KxO3w5zH96nVvvX4kXTTo8CD9t3yDerF4Ldy5DNqShvYs9zEuldFPRWsQ~~&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,鸠江区
家装室内设计师,毕节,c,学历不限,经验不限,"[""\u590d\u5f0f"", ""\u666e\u901a\u4f4f\u5b85"", ""\u522b\u5885"", ""3Ds MAX"", ""VRay"", ""AutoCAD"", """", """"]","[9000, 14000]",0薪,"[""\u56e2\u5efa\u805a\u9910\uff0c\u751f\u65e5\u798f\u5229\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e74\u7ec8\u5956\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5168\u52e4\u5956""]",人事部经理,龚先生人事部经理,0,未来之家,"https://img.bosszhipin.com/beijin/upload/com/logo/20220326/7b5b554d84f9729c23317e67fe56375d472583464e6b3dd2645fab2601bf12467e560c26de744e90.png?x-oss-process=image/resize,w_100,limit_0",装修装饰,未融资,"[20, 99]",https://www.zhipin.com/job_detail/1e88030cc09bc8311X150tm7EVBW.html?lid=7RFpDBhme4.search.65&securityId=7dLDJnYfZvhja-F1iOLV2x5MNfpSpKQ2_txRqklZ8OusSB9SuPnIlKD3ABqea_95rOd3mElSFaDMaXgo19M-vhqzUzzXrl5cZvYdqaFMILbpNGolZW8~&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,七星关区
市场总监,无锡,c,本科,5-10年,"[""\u5e02\u573a\u8425\u9500\u7ba1\u7406"", ""\u5e02\u573a\u8425\u9500"", ""\u5e02\u573a\u63a8\u5e7f"", ""\u5e02\u573a\u7b56\u5212"", ""\u5546\u52a1\u6e20\u9053"", """", """"]","[8000, 12000]",15薪,"[""\u8282\u65e5\u798f\u5229\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u5e74\u7ec8\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u9910\u8865\uff0c\u4e94\u9669\u4e00\u91d1""]",招聘者,张先生招聘者,0,Scapeak,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",企业服务,未融资,"[20, 99]",https://www.zhipin.com/job_detail/9e655d9d07f7a2751nx73Nm7EldZ.html?lid=7RFpDBhme4.search.66&securityId=s1dTPs1jqi2dY-k1DbsURIe6wGxIGAeYbZkFy4u84rDCO4TpoHvHnnnxHMuWl730dMLCR3FBi3-Nv4TJorHqpwRAPIY78_sWdHIJ-KCgICmTMe0ZUA~~&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,滨湖区
小提琴老师,宁波,c,本科,1-3年,"[""\u6559\u5e08"", ""\u4e00\u5bf9\u4e00\u6388\u8bfe"", ""\u517c\u804c"", ""\u57f9\u8bad\u673a\u6784"", ""\u97f3\u4e50""]","[5000, 6000]",0薪,无,总经理,解先生总经理,0,湖上乐器,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180222/4e693fabbaaa821abe54afbd2d4f6de9fa614519682ced931e090c31d32441c0.jpg?x-oss-process=image/resize,w_100,limit_0",音乐/视频/阅读,未融资,"[0, 20]",https://www.zhipin.com/job_detail/b36aad69968f24c21XV62N67EVVS.html?lid=7RFpDBhme4.search.67&securityId=LeAj7inyTzTGi-L1x_wfiNEiWRahY6Mbj5Ns3t7RxwRiFY0ADHCGny-3chD5E58QS1gdnR5VK9MiFIFBTiNU9Ihb0qoasfuUZBOvTZj8pE4yY4HzNA~~&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,鄞州区
自动化非标机械工程师,营口,c,本科,3-5年,"[""\u81ea\u52a8\u5316"", ""\u8bbe\u8ba1\u5efa\u6a21"", ""SolidWorks""]","[8000, 13000]",13薪,"[""\u5de5\u9f84\u5956\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u5b50\u5973\u5347\u5b66\u5956\u52b1\uff0c\u5e95\u85aa\u52a0\u63d0\u6210\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u5bbf\u820d\u6709\u7a7a\u8c03\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e74\u7ec8\u5956\uff0c\u9910\u8865\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5168\u52e4\u5956\uff0c\u8282\u5047\u65e5\u52a0\u73ed\u8d39\uff0c\u5305\u4f4f\uff0c\u5305\u5403\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u610f\u5916\u9669""]",人事经理,刘女士人事经理,0,营口金辰机械,"https://c-res.zhipin.com/jrs/ef0b3e526a089d72ec0c0f7f58ddf853.jpg?x-oss-process=image/resize,w_100,limit_0",电气机械/器材,已上市,"[1000, 9999]",https://www.zhipin.com/job_detail/dc59658a5f186c9d1HFy2d67EVVS.html?lid=7RFpDBhme4.search.68&securityId=pv2aLQ6sWXWhv-j1TwwTZ37fPZ42bL6IxRICOxzpYS8CruDOcaQCYRUcmE0jPIf0M71uncVn-d7KrkQlfywmc6Xd65DxlYc_7A68cP-Skokol_TpWA3K&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,西市区
主播,铜仁,c,大专,经验不限,"[""\u5a31\u4e50\u624d\u827a"", ""\u7f8e\u98df\u4e3b\u64ad""]","[3000, 6000]",0薪,无,BDM城市经理,刘先生BDM城市经理,0,铜仁周边游,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",文化艺术/娱乐,未融资,"[0, 20]",https://www.zhipin.com/job_detail/adf50cfa725db9fc1Xdz2t28E1FZ.html?lid=7RFpDBhme4.search.69&securityId=qDqv_8P7J40xd-J1ufw8TAk-hJrYm8PokZ4LRYyFQA3j2Ljfosdy0Jcn_ewdY0KYbFBaEH9xzLILl2F4rj-JNQ-jIRi8Mvu2SSlSvryGy208NFzrnkI~&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,碧江区
高中教师,临汾,c,本科,1年以内,"[""\u5168\u804c"", ""\u517c\u804c"", ""\u79c1\u7acb\u5b66\u6821"", ""\u7ebf\u4e0b\u6559\u80b2"", ""\u5750\u73ed"", ""\u4e00\u5bf9\u4e00\u6559\u5b66"", """"]","[3000, 8000]",0薪,无,教研主管,候先生教研主管,0,临汾市新景元教育...,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",培训/辅导机构,未融资,"[20, 99]",https://www.zhipin.com/job_detail/49587106cf8310f71Hd90tu0FVJW.html?lid=7RFpDBhme4.search.70&securityId=IJPSUGPEHcLXu-o1lfAH0iZrxHA7SDHnhAv0_ixAbFZiV4WojFLTeMvuonoN_XEW2HR4Gh7AYv68jNdYCnILzo-v_PYnOXo_xHoCqzeeMqEIKOZIX5QY&sessionId=,https://www.zhipin.com/gongsi/fce743e8d77a114c1X180tu5FFY~.html,尧都区
